pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
											Mas esta história é muito mais interessante 
do que isto.
											Ao estudar a teoria de Higgs,
											os físicos teóricos descobriram,
											não por meio de uma experiência
											mas com o poder da matemática,
											que o campo de Higgs não existe necessariamente
											apenas na forma que observamos hoje.
											Assim como a matéria pode existir 
como líquida ou sólida,
											também o campo de Higgs, a substância 
que preenche todo espaço-tempo,
											poderia existir em dois estados.
											Além do conhecido estado de Higgs,
											pode haver um segundo estado no qual 
o campo de Higgs
											é milhares e milhares de 
milhões de vezes mais denso
											do que o que observamos hoje,
											e a mera existência de outro estado
											do campo de Higgs representa 
um potencial problema.
											Isto acontece porque, de acordo com as leis
											da mecânica quântica, é possível
											ter transições entre dois estados,
											mesmo na presença de uma barreira energética
											a separar os dois estados,
											e o fenómeno é chamado,
											muito apropriadamente, de 
Tunelamento Quântico.
											Por causa de Tunelamento Quântico,
											eu poderia desaparecer desta sala
											e reaparecer na sala ao lado,
											praticamente penetrando na parede.
											Mas não esperem que eu realmente 
execute o truque
											diante dos vossos olhos, porque a probabilidade
											de eu penetrar na parede é ridiculamente pequena.
											Vocês teriam que esperar muito tempo
											antes que isso acontecesse, 
mas acreditem em mim,
											o Tunelamento Quântico é um fenómeno real,
											e tem sido observado em muitos sistemas.
											Por exemplo, o diodo túnel [diodo Esaki],
											um componente usado em eletrónica,
											funciona graças às maravilhas
											do Tunelamento Quântico.
									","
											Ama bu hikaye, bundan çok daha ilginç.
											Teorik fizikçiler,
											Higgs teorisi üzerine çalışarak,
											deney yoluyla değil ama
											matematiğin gücünü kullanarak
											Higgs alanının sadece bizim bugün gözlemleyebildiğimiz
											şekliyle var olmak zorunda olmadığını kanıtladılar.
											Aynı, maddenin sıvı ya da katı halde bulunabilmesi gibi,
											tüm uzay-zamanı kaplayan Higgs alanı da
											iki farklı halde bulunabilir.
											Bilinen Higgs durumunun dışında,
											bugün gözlemlediğimiz Higgs alanının milyarlarca ve
											milyarlarca katı yoğunluğunda
											ikinci bir hal de olabilir,
											ve Higgs alanının farklı bir halinin sadece varlığı bile
											potansiyel bir probleme işaret etmektedir.
											Bunun nedeni, kuantum mekaniğine göre
											bu iki hali ayıran bir enerji bariyerinin
											varlığı durumunda bile haller arası geçişin
											mümkün olmasıdır,
											ve bu fenomen,
											duruma oldukça uygun biçimde,
											kuantum tünelleme olarak adlandırılır.
											Kuantum tünelleme sayesinde,
											bu odadan yok olabilir
											ve pratikte duvardan geçerek
											yandaki odada ortaya çıkabilirim.
											Ama benden gözlerinizin önünde bu numarayı
											yapmamı beklemeyin, çünkü duvarı delip geçme
											olasılığım gülünç derecede küçük.
											Bu olmadan önce, gerçekten uzun bir zaman
											beklemek zorunda kalabilirsiniz, ama bana inanın,
											kuantum tünelleme gerçek bir fenomen,
											ve birçok sistemde de gözlemlendi.
											Örneğin, tünel diyot,
											elektronikte kullanılan bir bileşen,
											kuantum tünellemenin mucizeleri
											sayesinde çalışmaktadır.
									","
											But this story is far more interesting than that.
											By studying the Higgs theory,
											theoretical physicists discovered,
											not through an experiment
											but with the power of mathematics,
											that the Higgs field does not necessarily exist
											only in the form that we observe today.
											Just like matter can exist as liquid or solid,
											so the Higgs field, the substance that fills all space-time,
											could exist in two states.
											Besides the known Higgs state,
											there could be a second state in which the Higgs field
											is billions and billions times denser
											than what we observe today,
											and the mere existence of another state
											of the Higgs field poses a potential problem.
											This is because, according to the laws
											of quantum mechanics, it is possible
											to have transitions between two states,
											even in the presence of an energy barrier
											separating the two states,
											and the phenomenon is called,
											quite appropriately, quantum tunneling.
											Because of quantum tunneling,
											I could disappear from this room
											and reappear in the next room,
											practically penetrating the wall.
											But don't expect me to actually perform the trick
											in front of your eyes, because the probability
											for me to penetrate the wall is ridiculously small.
											You would have to wait a really long time
											before it happens, but believe me,
											quantum tunneling is a real phenomenon,
											and it has been observed in many systems.
											For instance, the tunnel diode,
											a component used in electronics,
											works thanks to the wonders
											of quantum tunneling.
									","
											Mais l'histoire 
est bien plus intéressante que cela.
											En étudiant la théorie de Higgs,
											des physiciens théoriciens ont découvert,
											non par une expérience,
											mais grâce au pouvoir des mathématiques,
											que le champ de Higgs
pourrait ne pas exister uniquement
											dans la forme
que nous observons aujourd'hui.
											Tout comme la matière peut exister 
à l'état liquide ou solide,
											le champ de Higgs, 
la substance qui remplit tout l'espace-temps,
											pourrait exister sous deux états.
											En plus de l'état de Higgs que nous connaissons,
											il pourrait y avoir un second état 
dans lequel le champ de Higgs
											serait des milliards de milliards de fois
plus dense
											que ce que nous observons aujourd'hui,
											et la simple existence d'un autre état
du champ de Higgs
											pose un problème potentiel.
											Car selon les lois
de la mécanique quantique,
											il est possible
											de passer d'un état à l'autre
											même en présence d'une barrière d'énergie
											séparant les deux états,
											et ce phénomène est appelé
											de manière plutôt pertinente,
l'effet tunnel.
											A cause de l'effet tunnel,
											je pourrais disparaître de cette salle
											et réapparaître dans la salle voisine,
											en traversant quasiment le mur.
											Mais ne vous attendez pas
à ce que je réalise ce tour devant vos yeux,
											parce que la probabilité
											que je traverse le mur
est ridiculement faible.
											Il faudrait attendre très longtemps
											avant que cela n'arrive,
mais croyez-moi,
											l'effet tunnel est un phénomène réel,
											et il a été observé
dans plusieurs systèmes.
											Par exemple, le diode à effet tunnel,
											un composant utilisé en électronique,
											fonctionne grâce au miracle
											de l'effet tunnel.
									","
											Aber es geht um viel mehr als das.
											Bei Untersuchungen der Higgs-Theorie
											entdeckten theoretische Physiker,
											nicht durch ein Experiment,
											aber dank der Kraft der Mathematik,
											dass das Higgs-Feld nicht unbedingt nur
											in der Form existiert, 
die wir heute kennen.
											So wie Materie flüssig 
oder gasförmig sein kann,
											könnte das Higgs-Feld, 
die Substanz in der Raumzeit,
											in zwei Zuständen existieren.
											Neben dem bekannten Higgs-Zustand
											könnte ein zweiter existieren, 
in dem das Higgs-Feld
											Milliarden milliardenfach dichter ist,
											als wir es heute beobachten,
											und die bloße Existenz 
eines anderen Zustands
											des Higgs-Feldes stellt 
ein potenzielles Problem dar.
											Denn laut den Gesetzen
											der Quantenmechanik ist es möglich,
											einen Übergang zwischen den Zuständen
											auch bei einer Energiebarriere zu schaffen,
											die die Zustände trennt.
											Dieses Phänomen nennt sich,
											sehr zutreffend, ""Quantentunneln"".
											Durch Quantentunneln
											könnte ich aus diesem Raum verschwinden
											und im nächsten wieder erscheinen,
											indem ich einfach die Wand durchdringe.
											Aber erwarten Sie nicht, dass ich den Trick
											hier vor Ihren Augen vorführe, 
denn die Wahrscheinlichkeit
											die Wand zu durchdringen, 
ist lächerlich gering.
											Sie müssten wirklich lange warten,
											bevor das geschieht, aber glauben Sie mir,
											Quantentunneln ist ein reales Phänomen,
											und es ist in vielen Systemen 
beobachtet worden.
											Zum Beispiel, die Tunneldiode,
											eine Komponente in der Elektronik
											funktioniert dank des Wunders
											des Quantentunnelns.
									",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
","
","
","
","
",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
											Mas vamos voltar para o campo de Higgs.
											Se o estado de Higgs ultra denso existiu,
											então, por causa de Tunelamento Quântico,
											uma bolha deste estado 
poderia aparecer de repente
											num determinado lugar do universo e 
num determinado momento,
											e isso é análogo ao que acontece 
quando se ferve água.
											Bolhas de vapor formam-se dentro da água,
											então elas expandem-se, 
transformando o líquido em gás.
											Da mesma forma, uma bolha do estado 
ultra denso de Higgs
											poderia reaparecer devido ao
Tunelamento Quântico.
											A bolha ir-se-ia então expandir 
à velocidade da luz,
											invadindo todo o espaço e transformando 
o campo de Higgs
											do estado familiar para um novo estado.
									","
											Ama biz Higgs alanına geri dönelim.
											Eğer ultra-yoğun Higgs hali var olsaydı,
											o zaman, kuantum tünellemesi nedeniyle,
											bu halin bir kabarcığı evrenin belirli bir yerinde
											belirli bir zamanda birden ortaya çıkabilirdi,
											ve bu durum, suyu kaynattığınızda olanlara çok benzer.
											Buhar kabarcıkları suyun içinde şekillenir,
											sonra yayılarak sıvıyı gaza çevirir.
											Aynı şekilde, ultra-yoğun Higgs halinin bir kabarcığı,
											kuantum tünelleme sayesinde var olabilir.
											Kabarcık sonradan ışık hızında yayılır,
											tüm uzayı doldurur ve Higgs alanını
											bildiğimiz halden yeni bir hale dönüştürür.
									","
											But let's go back to the Higgs field.
											If the ultra-dense Higgs state existed,
											then, because of quantum tunneling,
											a bubble of this state could suddenly appear
											in a certain place of the universe at a certain time,
											and it is analogous to what happens when you boil water.
											Bubbles of vapor form inside the water,
											then they expand, turning liquid into gas.
											In the same way, a bubble of the ultra-dense Higgs state
											could come into existence because of quantum tunneling.
											The bubble would then expand at the speed of light,
											invading all space, and turning the Higgs field
											from the familiar state into a new state.
									","
											Mais revenons au champ de Higgs.
											Si l'ultra-dense état de Higgs existe,
											alors, à cause de l'effet tunnel,
											une bulle de cet état 
pourrait soudainement apparaître
											à un certain endroit de l'univers,
à un certain moment,
											un peu comme ce qui se passe 
lorsque vous faites bouillir de l'eau.
											Des bulles de vapeur se forment dans l'eau,
											puis s'agrandissent
en transformant le liquide en gaz.
											De la même façon, 
une bulle d'ultra-dense état de Higgs
											pourrait apparaître
à cause de l'effet tunnel.
											La bulle se dilaterait alors
à la vitesse de la lumière,
											envahissant tout espace, 
et faisant passer le champ de Higgs
											de l'état qu'on connait à un nouvel état.
									","
											Aber zurück zum Higgs-Feld.
											Wenn der ultradichte Higgs-Zustand 
existierte,
											könnte eine Blase dieses Zustands
											aufgrund des Qantentunnelns plötzlich
											in einem bestimmten Raum des Universums 
zu einer bestimmter Zeit erscheinen,
											ähnlich zu dem, 
was beim Kochen von Wasser geschieht.
											Dampfblasen bilden sich im Wasser,
											expandieren und wandeln 
Flüssigkeit zu Gas.
											So könnten auch Blasen 
des ultradichten Higgs-Zustands
											durch Quantentunneln entstehen.
											Die Blase würde mit 
Lichtgeschwindigkeit expandieren,
											den Raum einnehmen und das Higgs-Feld
											den bekannten in einen 
neuen Zustand umwandeln.
									",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
","
","
","
","
",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
											Isto é um problema? 
Sim, é um grande problema.
											Nós podemos não perceber isso no dia-a-dia,
											mas a intensidade do campo de Higgs 
é fundamental
											para a estrutura da matéria.
											Se o campo de Higgs fosse apenas 
algumas vezes mais intenso,
											veríamos átomos encolhendo, neutrões decaindo
											dentro de núcleos atómicos, 
núcleos a desintegrarem-se
											e o hidrogénio seria
											o único elemento químico possível no universo.
											E o campo de Higgs, 
no estado de Higgs ultra denso,
											não é só algumas vezes mais intenso do que hoje,
											mas sim biliões de vezes,
											e se o espaço-tempo fosse preenchido 
por este estado de Higgs,
											toda a matéria atómica entraria em colapso.
											Nenhuma estrutura molecular seria possível, 
nenhuma vida.
									","
											Bu bir sorun mu? Evet, büyük bir sorun.
											Bunu günlük yaşantımızda fark etmeyebiliriz,
											ama Higgs alanının yoğunluğu,
											maddenin yapısı açısından kritiktir.
											Eğer Higgs alanı sadece birkaç kez daha yoğun olsaydı,
											atomların büzüldüğünü, atom çekirdeğinin içindeki
											nötronların çürüdüğünü, atom çekirdeğinin dağıldığını görürdük,
											ve hidrojen, evrende
											var olabilecek tek kimyasal element olurdu.
											Ve Higgs alanı, ultra-yoğun Higgs halindeyken,
											bugünkünden sadece birkaç kez değil,
											milyarlarca kez daha yoğun,
											ve eğer uzay-zaman bu Higgs hali ile dolu olsaydı,
											tüm atomik madde çökerdi.
											Hiçbir moleküler madde var olamazdı, yaşam da olmazdı.
									","
											Is this a problem? Yes, it's a big a problem.
											We may not realize it in ordinary life,
											but the intensity of the Higgs field is critical
											for the structure of matter.
											If the Higgs field were only a few times more intense,
											we would see atoms shrinking, neutrons decaying
											inside atomic nuclei, nuclei disintegrating,
											and hydrogen would be
											the only possible chemical element in the universe.
											And the Higgs field, in the ultra-dense Higgs state,
											is not just a few times more intense than today,
											but billions of times,
											and if space-time were filled by this Higgs state,
											all atomic matter would collapse.
											No molecular structures would be possible, no life.
									","
											Est-ce un problème ?
Oui, c'est un gros problème.
											Nous ne nous en rendons peut-être pas compte
dans la vie quotidienne,
											mais l'intensité du champ de Higgs
est cruciale
											pour la structure de la matière.
											Si le champ de Higgs 
était seulement un peu plus intense,
											nous verrions les atomes rétrécir, 
les neutrons se décomposer
											au sein des noyaux atomiques, 
les noyaux se désintégrer
											et l'hydrogène
											serait le seul élément chimique possible
dans l'univers.
											Or le champ de Higgs, 
dans l'ultra-dense état de Higgs,
											n'est pas seulement 
un peu plus intense qu'aujourd'hui,
											mais des milliards de fois plus intense,
											et si l'espace-temps était remplit
par l'état de Higgs,
											tout la matière atomique s'écroulerait.
											Aucune structure moléculaire ne serait possible,
aucune vie.
									","
											Ist das ein Problem? 
Ja, ein großes Problem.
											Wir mögen im täglichen Leben 
nichts davon merken,
											aber die Intensität des Higgs-Feldes 
ist entscheidend
											für die Struktur von Materie.
											Wäre das Higgs-Feld 
nur ein bisschen stärker,
											sähen wir Atome schrumpfen,
											Neutronen in den Kernen zerfallen, 
Kerne sich auflösen,
											und Wasserstoff wäre
											das einzig mögliche Element im Universum.
											Das Higgs-Feld im 
ultradichten Higgs-Zustand ist
											nicht nur um einige Male stärker als heute,
											sondern milliardenfach,
											und in einer Raumzeit, 
in diesem Higgs-Zustand,
											kollabierte alle atomare Materie.
											Keine molekularen Strukturen 
wären möglich, kein Leben.
									",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
","
","
","
","
",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
											Então, eu pergunto-me:
""É possível
											""que, no futuro, o campo de Higgs
											""passe por uma fase de transição e,
											""através de Tunelamento Quântico, 
se transforme
											""neste nocivo estado ultra denso?""
											Por outras palavras, eu pergunto-me: 
""Qual é o destino
											do campo de Higgs no nosso universo?""
											E o ingrediente crucial necessário
											para responder a esta pergunta é a 
massa do bosão de Higgs.
											E experiências no LHC descobriram que a massa
											do bosão de Higgs é cerca de 126 GeV.
											Isto é minúsculo se for expresso 
em unidades familiares,
											porque é igual a algo como
											10 elevado a - 22 gramas,
											mas é grande em unidades de física de partículas,
											porque é igual ao peso
											de uma molécula inteira
											de um componente de ADN.
									","
											Yani, merak ediyorum, gelecekte
											Higgs alanının bir faz geçişine uğraması ve,
											kuantum tünelleme yoluyla,
											bu kötü, ultra-yoğun hale
											dönüşmesi mümkün mü?
											Diğer bir deyişle, kendime soruyorum,
											Higgs alanının evrendeki kaderi ne?
											Ve bu soruyu cevaplamak için gereken
											önemli madde Higgs bozonunun kütlesi.
											Ve LHC&amp;#x27;deki deneyler, Higgs bozonunun
											kütlesinin yaklaşık 126 GeV olduğunu gösterdi.
											Bilindik birimlerle açıkladığımızda oldukça küçük,
											çünkü yaklaşık olarak
											10 üzere eksi 22 grama eşit,
											ama parçacık fiziği birimlerine göre büyük,
											çünkü bir DNA bileşeninin
											tüm bir molekülünün
											ağırlığına eşit.
									","
											So, I wonder, is it possible
											that in the future, the Higgs field
											will undergo a phase transition and,
											through quantum tunneling, will be transformed
											into this nasty, ultra-dense state?
											In other words, I ask myself, what is the fate
											of the Higgs field in our universe?
											And the crucial ingredient necessary
											to answer this question is the Higgs boson mass.
											And experiments at the LHC found that the mass
											of the Higgs boson is about 126 GeV.
											This is tiny when expressed in familiar units,
											because it's equal to something like
											10 to the minus 22 grams,
											but it is large in particle physics units,
											because it is equal to the weight
											of an entire molecule
											of a DNA constituent.
									","
											Donc, je m'interroge,
est-il possible
											que dans le futur,
le champ de Higgs
											subisse une transition de phase,
											et, par effet tunnel,
soit transformé
											en ce méchant état ultra-dense ?
											En d'autres mots, je me demande,
quel est le destin
											du champ de Higgs
dans notre univers ?
											L'ingrédient crucial nécessaire
											pour répondre à cette question 
est la masse du boson de Higgs.
											Les expériences au LHC ont montré
											que la masse du boson de Higgs 
était d'environ 126 GeV.
											C'est minuscule comparé aux unités courantes,
											parce que c'est équivalent
à quelque chose comme
											10 puissance moins 22 grammes,
											mais c'est gros comparé aux unités
des particules élémentaires,
											car c'est équivalent au poids
											d'une molécule entière
											d'un composant d'ADN.
									","
											Daher frage ich mich, ob es möglich ist,
											dass das Higgs-Feld in der Zukunft
											einen Phasenübergang durchlaufen,
											und durch Quantentunneln
											in diesen schlimmen, 
ultradichten Zustand umgewandelt wird?
											Anders gesagt: Was ist das Schicksal
											des Higgs-Felds in unserem Universum?
											Der Kernbestandteil zur Beantwortung
											dieser Frage ist die Masse 
des Higgs-Bosons.
											Die Experimente am LHC zeigten, 
dass die Masse
											des Higgs-Bosons ungefähr 126 GeV beträgt.
											Das ist winzig, in herkömmlichen Einheiten 
ausgedrückt,
											weil es in etwa
											10 hoch minus 22 Gramm entspricht,
											aber in den Einheiten der Teilchenphysik 
ist es viel,
											weil es dem Gewicht
											eines ganzen Moleküls
											eines DNA-Bestandteils entspricht.
									",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
","
","
","
","
",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
											Então, armados com esta informação do GCH,
											juntamente com alguns colegas aqui no CERN,
											nós calculámos a probabilidade
											de que nosso universo passe, 
devido a um túnel quântico,
											para o estado de Higgs ultra denso,
											e encontrámos um resultado muito intrigante.
											Os nossos cálculos mostraram
											que o valor medido da massa do bosão de Higgs
											é muito especial.
											Ele tem exatamente o valor necessário
											para manter o universo suspenso
											numa situação instável.
											O campo de Higgs está numa configuração instável
											que tem durado até agora
											mas que eventualmente entrará em colapso.
											Então, de acordo com esses cálculos,
											nós somos como campistas
											que acidentalmente armaram a sua tenda
											à beira de um precipício.
											E, eventualmente, o campo de Higgs
											passará por uma fase de transição
											e a matéria vai entrar em colapso sobre si mesma.
									","
											LHC&amp;#x27;den gelen bu bilgiyle kuşanmış olarak,
											burada CERN&amp;#x27;deki bazı meslektaşlarla birlikte,
											evrenimizin ultra-yoğun Higgs haline
											kuantum tünellemesi yapmasının
											olasılığını hesapladık,
											ve oldukça merak uyandırıcı bir sonuca ulaştık.
											Hesaplamalarımızın gösterdiğine göre,
											Higgs bozonu kütlesinin ölçülen değeri
											oldukça özel.
											Tam da evrenin dengesiz bir konumda
											asılı kalmasını sağlayacak
											doğru değere sahip.
											Higgs alanı şu ana kadar sürmüş
											titrek bir yapılanmaya sahip
											ama eninde sonunda çökecek.
											Yani bu hesaplamalara göre,
											bizler, çadırını yanlışlıkla
											bir uçurumun kenarına kurmuş
											birer kampçı gibiyiz.
											Ve eninde sonunda, Higgs alanı
											bir faz geçişine uğrayacak
											ve madde kendi içine çökecek.
									","
											So armed with this information from the LHC,
											together with some colleagues here at CERN,
											we computed the probability
											that our universe could quantum tunnel
											into the ultra-dense Higgs state,
											and we found a very intriguing result.
											Our calculations showed
											that the measured value of the Higgs boson mass
											is very special.
											It has just the right value
											to keep the universe hanging
											in an unstable situation.
											The Higgs field is in a wobbly configuration
											that has lasted so far
											but that will eventually collapse.
											So according to these calculations,
											we are like campers
											who accidentally set their tent
											at the edge of a cliff.
											And eventually, the Higgs field
											will undergo a phase transition
											and matter will collapse into itself.
									","
											Armés de cette information
provenant du LHC,
											avec quelques collègues
ici, au CERN,
											nous avons calculé la probabilité
											que notre univers puisse emprunter
l'effet tunnel
											vers l'ultra-dense état de Higgs,
											et nous avons trouvé un résultat
très intriguant.
											Nos calculs ont démontré
											que la valeur mesurée
de la masse du boson de Higgs
											est très spéciale.
											Elle a juste la valeur nécessaire
											pour conserver l'univers en équilibre
											dans une situation instable.
											Le champ de Higgs
est une configuration chancelante
											qui a duré jusqu'à présent,
											mais qui finira par s'écrouler.
											Selon ces calculs,
											nous sommes donc
comme des campeurs
											qui ont accidentellement
monté leur tente
											au bord d'une falaise.
											Un jour ou l'autre,
le champ de Higgs
											subira une transition de phase
											et la matière s'effondrera sur elle-même.
									","
											Mit diesen Informationen des LHC
											machten wir uns mit einigen Kollegen 
am CERN daran,
											die Wahrscheinlichkeit zu berechnen,
											dass unser Universum sich 
durch Quantentunneln
											in den ultradichten Higgs-Zustand 
umwandelt,
											und wir bekamen ein 
sehr verblüffendes Ergebnis.
											Unsere Berechnungen zeigten,
											dass der gemessene Wert 
der Higgs-Boson-Masse
											sehr besonders ist.
											Sie hat gerade den richtigen Wert,
											das Universum am Rande einer
											instabilen Situation zu halten.
											Das Higgs-Feld ist in 
einer wackeligen Konfiguration,
											die bislang gehalten hat,
											aber letztendlich kollabieren wird.
											Nach diesen Berechnungen
											sind wir also wie Camper,
											die ihr Zelt versehentlich
											auf der Kante einer Klippe 
aufgestellt haben.
											Das Higgs-Feld wird schlussendlich,
											einen Phasenübergang durchlaufen
											und die Materie 
wird in sich zusammenfallen.
									",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
","
","
","
","
",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
											É assim que a humanidade vai desaparecer?
											Eu acho que não.
											Os nossos cálculos mostram que 
não é provável ocorrer
											o Tunelamento Quântico do campo de Higgs
											nos próximos 10 elevado a 100 anos,
											e isto é muito tempo.
											É mais do que
											o tempo que a Itália leva 
a formar um governo estável.
									","
											Peki insanlığın yok oluşu böyle mi olacak?
											Pek sanmıyorum.
											Hesaplamamız, Higgs alanının kuantum tünellemesinin
											önümüzdeki 10 üzeri 100 yıl içerisinde
											gerçekleşmesinin olası olmadığını gösteriyor,
											ve bu da oldukça uzun bir zaman.
											Hatta bu süre
											İtalya&amp;#x27;nın düzenli bir hükümet kurması için gereken zamandan bile daha uzun.
									","
											So is this how humanity is going to disappear?
											I don't think so.
											Our calculation shows that quantum tunneling
											of the Higgs field is not likely to occur
											in the next 10 to the 100 years,
											and this is a very long time.
											It's even longer than
											the time it takes for Italy to form a stable government.
									","
											Est-ce ainsi que l'humanité disparaîtra ?
											Je ne le pense pas.
											Nos calculs montrent que l'effet tunnel
											du champ de Higgs 
n'a pas de grande chance d'arriver
											dans les prochaines
10 puissance 100 années,
											ce qui est une durée très longue.
											C'est même plus long
											que le temps qu'il faut à l'Italie 
pour former un gouvernement stable.
									","
											Wird so die Menschheit verschwinden?
											Ich glaube nicht.
											Unsere Berechnungen zeigen, 
dass das Quantentunneln
											des Higgs-Felds wahrscheinlich erst
											in den nächsten 
10 hoch hundert Jahren stattfindet,
											und das ist eine sehr lange Zeit.
											Es ist sogar noch länger hin,
											als die Zeit, die Italien zur 
Bildung einer stabilen Regierung braucht.
									",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
","
","
","
","
",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
											(Risos)
									","
											(Kahkahalar)
									","
											(Laughter)
									","
											(Rires)
									","
											(Lachen)
									",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
","
","
","
","
",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
											Mesmo assim, nós já teremos desaparecido 
há muito tempo.
											Daqui a cerca de 5 biliões de anos,
											o nosso sol tornar-se-á uma gigante vermelha,
											tão grande como a órbita da Terra,
											e a nossa Terra será destruída,
											e daqui a 1000 biliões de anos,
											se a energia escura continuar a alimentar a
											expansão de espaço no ritmo atual,
											vocês nem serão capazes de ver 
os dedos dos pés,
											porque tudo à vossa volta
											vai estar a expandir-se a um ritmo mais 
rápido do que a velocidade da luz.
											Então é realmente improvável
											estarmos por cá para vermos 
o colapso do campo de Higgs.
									","
											O zaman bile, biz çoktan gitmiş olacağız.
											Yaklaşık beş milyar yıl içinde,
											güneşimiz bir kırmızı deve dönüşecek,
											Dünya&amp;#x27;nın yörüngesi büyüklüğüne ulaşacak,
											ve Dünyamız mahvolacak,
											ve bir trilyon yıl içinde,
											eğer karanlık enerji, evrenin genişlemesini
											şu anki oranda körüklemeye devam ederse,
											ayak başparmaklarınız kadar yakını bile göremeyeceksiniz,
											çünkü etrafınızdaki her şey,
											ışık hızından daha hızlı bir oranla genişleyecek.
											Yani Higgs alanının çöküşünü
											görebilecek kadar etrafta olmamız pek mümkün değil.
									","
											Even so, we will be long gone by then.
											In about five billion years,
											our sun will become a red giant,
											as large as the Earth's orbit,
											and our Earth will be kaput,
											and in a thousand billion years,
											if dark energy keeps on fueling
											space expansion at the present rate,
											you will not even be able to see as far as your toes,
											because everything around you
											expands at a rate faster than the speed of light.
											So it is really unlikely
											that we will be around to see the Higgs field collapse.
									","
											Quoi qu'il en soit, 
nous serons partis depuis longtemps.
											Dans environ 5 milliards d'années,
											notre soleil deviendra une géante rouge,
											aussi grosse que l'orbite de la Terre,
											et notre planète sera kaputt.
											Et dans mille milliards d'années,
											si l'énergie noire continue d'alimenter
											l'expansion de l'univers
au même rythme qu'aujourd'hui,
											vous ne pourrez même plus voir vos orteils,
											parce que tout autour de vous
											se dilaterait plus rapidement
que la vitesse de la lumière.
											Il est donc très peu probable
											que nous soyons présents 
pour voir le champ de Higgs s'écrouler.
									","
											Selbst dann sind wir längst verschwunden.
											In etwa fünf Milliarden Jahren
											wird unsere Sonne zu einem roten Riesen,
											bis hin zur Erdumlaufbahn reichen,
											und die Erde wird kaputt sein,
											und in tausend Milliarden Jahren,
											wenn die dunkle Energie 
die Raumexpansion
											weiterhin mit der 
jetzigen Geschwindigkeit antreibt,
											können Sie nicht einmal 
bis zu Ihren Zehen sehen,
											weil alles um Sie herum expandiert,
											und das schneller 
als die Lichtgeschwindigkeit.
											Daher ist es sehr unwahrscheinlich,
											dass wir den Kollaps des Higgs-Felds 
erleben werden.
									",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
"
","
","
","
","
",Why our universe might exist on a knife-edge,Gian Giudice,14:10,"String theory,TEDx,physics,science,universe,nanoscale,dark matter,exploration,energy"
