en,es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
											I realize this is not the kind of relationship
											that we usually aspire to have with our food.
											We want to eat, not be eaten by, our food.
											But as I watch the mushrooms grow
											and digest my body,
											I imagine the Infinity Mushroom
											as a symbol of a new way of thinking about death
											and the relationship between my body and the environment.
											See for me,
											cultivating the Infinity Mushroom
											is more than just scientific experimentation
											or gardening or raising a pet,
											it's a step towards accepting the fact
											that someday I will die and decay.
											It's also a step
											towards taking responsibility
											for my own burden on the planet.
									","
											Me doy cuenta de que este no es el tipo de relación
											que normalmente aspiramos a tener con nuestra comida.
											Queremos comer (no ser comidos) por ella.
											Pero al ver crecer a los hongos
											y digerir mi cuerpo,
											me imagino al hongo Infinity
											como un símbolo de una nueva manera de pensar la muerte
											y la relación entre mi cuerpo y el medio ambiente.
											Para mí,
											cultivar el hongo Infinity
											es más que un experimento científico
											o jardinería o criar una mascota,
											es un paso hacia la aceptación del hecho
											de que algún día voy a morir y deteriorarme.
											También es un paso
											hacia la responsabilidad
											de mi propio peso en el planeta.
									","
											Eu tenho consciência de que este
não é o tipo de relação
											que habitualmente aspiramos ter
com a nossa comida.
											Queremos comer, não é ser comidos,
pela nossa comida.
											Mas à medida que que observo
os cogumelos a crescerem
											e a digerir o meu corpo,
											imagino o Infinity Mushroom
											como um símbolo de uma nova forma
de pensar na morte
											e a relação entre o meu corpo
e o meio ambiente.
											Para mim,
											cultivar o Infinity Mushroom
											é mais do que simplesmente
experimentação científica
											ou jardinagem ou criar
um animal de estimação,
											é um passo no sentido de aceitar o facto
											de que um dia eu irei morrer e apodrecer.
											É também um passo
											no sentido de me responsabilizar
											pelo meu próprio fardo no planeta.
									","
											Bunun yiyeceklerimiz ile heves ettiğimiz bir
											ilişki şekli olmadığının farkındayım.
											Yiyeceklerimizi yemek istiyoruz, onlar tarafından yenilmek değil.
											Mantarların büyümelerini seyrederken ve vücudumu incelerken,
											farkettim ki, sonsuzluk mantarları
											ölüm ve vücudum ile çevre arasındaki ilişki hakkında
											yeni bir düşünce tarzının
											sembolü olabilir.
											Yani benim için
											sonsuzluk mantarlarını yetiştirmek
											sadece bilimsel bir deneyden,
											bahçıvanlıktan ya da bir evcil hayvan büyütmekten ziyade,
											gerçeği kabul etmeye doğru atılmıl bir olmuştur.
											Bu gerçek şu ki, bir gün öleceğim ve çürüyeceğim.
											O ayrıca
											sorumluluk almam için
											ve gezegendeki ağırlığım için atılmış bir adımdır.
									","
											Je me rend compte que ce n'est pas le genre de relation
											que nous souhaitons avoir avec notre nourriture.
											Nous voulons manger notre nourriture, pas qu'elle nous mange.
											Mais en voyant mes champignons pousser
											et digérer mon corps,
											j'imagine le Champignon d'Infinité
											comme un symbole d'une nouvelle façon d'envisager la mort
											et la relation entre mon corps et l'environnement.
											Vous voyez, pour moi,
											cultiver le Champignon d'Infinité
											est plus qu'une simple expérience scientifique
											ou que du jardinage ou qu'élever un animal de compagnie,
											c'est un pas vers l'acceptation du fait
											qu'un jour je mourrai et me déomposerai.
											C'est aussi un pas
											vers la prise de responsabilité
											de mon propre fardeau sur la planète.
									","
											Mir ist klar, das ist nicht die Art Beziehung,
											die wir gewöhnlich mit unserer Nahrung anstreben.
											Wir wollen sie essen, nicht von ihr gegessen werden.
											Aber wenn ich meine Pilze wachsen sehe
											und meinen Körper verdauen,
											stelle ich mir den Unendlichkeitspilz als
											ein Symbol einer neuen Betrachtungsweise des Todes vor
											und der Beziehung zwischen meinem Körper und der Umwelt.
											Sehen Sie, für mich
											ist die Zucht des Unendlichkeitspilzes
											mehr als ein wissenschaftliches Experiment
											oder Gärtnern oder das Großziehen enes Haustieres,
											es ist ein Schritt in Richtung der Akzeptanz der Tatsache,
											dass ich eines Tages sterben und verwesen werde.
											Es ist auch ein Schritt
											in Richtung des Übernehmens der Verantwortung
											für meine eigene Last auf unseren Planeten.
									",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
","
","
","
","
","
",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
											Growing a mushroom is also part of a larger practice
											of cultivating decomposing organisms
											called decompiculture,
											a concept that was developed by an entomologist,
											Timothy Myles.
											The Infinity Mushroom is a subset of decompiculture
											I'm calling body decompiculture and toxin remediation —
											the cultivation of organisms that decompose
											and clean toxins in bodies.
									","
											Cultivar un hongo también es parte de una práctica mayor
											de cultivar organismos descomponedores
											llamada decompicultura,
											un concepto desarrollado por un entomólogo,
											Timothy Myles.
											El hongo Infinity es un subconjunto de la decompicultura
											al que llamo decompicultura corporal y remedio de toxinas,
											el cultivo de organismos que descomponen
											y limpian toxinas en los cuerpos.
									","
											Cultivar um cogumelo faz também
parte de uma prática mais vasta
											de cultivar organismos decompositores
											chamada decompicultura,
											um conceito que foi desenvolvido
por um entomologista,
											Timothy Myles.
											O Infinity Mushroom é um subgrupo
dentro da decompicultura
											a que chamo decompicultura do corpo
e remediação de toxinas
											— o cultivo de organismos que decompõem
											e limpam toxinas nos corpos.
									","
											Bir mantarı büyütmek ""decompiculture"" adı verilen
											çözücü organizmaları yetiştirme büyük resminin
											bir parçasıdır.
											Bu kavram enterolojist Tmothy Myles tarafından
											geliştirilmiştir.
											Sonsuzluk mantarları ""decompiculture"" ün alt kümesidir.
											ceset ""decompiculture"" sürecini ve zehir iyileştirme sürecini
											vücuttaki zehirleri temizleyen ve çözen
											organizmaları yetiştirmek olarak tanımlıyorum.
									","
											Faire pousser un champignon fait aussi partie d'une pratique plus vaste
											de culture d'organismes qui décomposent,
											appelée décompiculture,
											un concept développé par une entomologiste,
											Timothy Myles.
											Le Champignon d'Infinité est un sous-ensemble de décompiculture
											J'appelle décompiculture du corps et remédiation au toxines
											la culture des organismes qui décomposent
											et nettoient les toxines des corps.
									","
											Einen Pilz zu züchten ist auch Teil einer größeren Praktik
											der Zucht von zersetzenden Organismen,
											die ""decompiculture"" (Kultur der Verwesung) heißt,
											ein Konzept, das von einem Entomologen entwickelt wurde,
											Timothy Myles.
											Der Unendlichkeitspilz ist ein Teil dieser Kultur der Verwesung,
											den ich Kultur der Körperverwesung und Giftstoffsanierung nenne -
											die Kultivierung von Organismen, die Körper zersetzen
											und Giftstoffe in ihnen reinigen.
									",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
","
","
","
","
","
",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
											And now about these ninja pajamas.
											Once it's completed,
											I plan to integrate the Infinity Mushrooms into a number of objects.
											First, a burial suit
											infused with mushroom spores,
											the Mushroom Death Suit.
											(Laughter)
											I'm wearing the second prototype
											of this burial suit.
											It's covered with a crocheted netting
											that is embedded with mushroom spores.
											The dendritic pattern you see
											mimics the growth of mushroom mycelia,
											which are the equivalent of plant roots.
									","
											Ahora voy a hablar de este pijama ninja.
											Una vez finalizado,
											planeo integrar los hongos Infinity en algunos objetos.
											Primero, un traje mortuorio
											hecho con esporas de hongos,
											el ""traje mortuorio de hongos"".
											(Risas)
											Estoy usando el segundo prototipo
											de este traje mortuorio.
											Está cubierto con un alambrado de crochet
											incrustado con esporas de hongos.
											El diseño dendrítico que ven
											imita el crecimiento del micelio de hongos
											que es equivalente a las raíces de las plantas.
									","
											E agora sobre estes pijamas ninjas.
											Assim que esteja pronto,
											planeio integrar os Infinity Mushrooms
numa série de objetos.
											Primeiro, uma mortalha
											cheia de esporos de cogumelos,
											o Mushroom Death Suit
[Mortalha de Cogumelos].
											(Risos)
											Tenho vestido o segundo protótipo
dessa mortalha.
											Está envolvida numa rede de croché
											em que estão embutidos
os esporos de cogumelo.
											O padrão dendrítico que veem
											imita o padrão de crescimento
do micélio dos cogumelos,
											que é o equivalente
às raízes das plantas.
									","
											Şimdi, bu ninja pijamalarına gelince.
											Tamamlandığında bu sonsuzluk mantarlarını
											birkaç nesne ile entegre bir şekilde kullanmayı düşünüyorum.
											Öncelikle bir kefen.
											Mantar sporları ile kaplanmış
											bir mantar kefeni.
											(Gülüşmeler)
											Ben şu anda bu kefenin
											ikinci prototipini giyiyorum.
											Mantar sporlarına gömülü bir garip
											ağ ile kaplanmıştır.
											gördüğünüz dendritik desenler
											mantarın ipliksi tutunma orgablarının büyümesini simgeler.
											Tıpkı bitkilerin kökleri gibi.
									","
											Et maintenant, parlons de ce pyjama de ninja.
											Une fois achevé,
											je projette d’intégrer les Champignons d'Infinité dans un certain nombre d'objets.
											D'abord un costume d'enterrement
											imprégné de spores de champignons,
											Le Costume Mortuaire Champignon.
											(Rires)
											Je porte le deuxième prototype
											de ce costume d'enterrement.
											Il est recouvert d'un filet crocheté
											qui incorpore des spores de champignons.
											Le motif dendritique que vous voyez
											imite la croissance des myceliums de champignons,
											qui sont l'équivalent des racines des plantes.
									","
											Und jetzt zu meinem Ninja-Pyjama.
											Sobald er fertig ist,
											will ich den Unendlichkeitspilz in eine Anzahl von Objekten integrieren.
											Zuerst, ein Beerdigungsanzug,
											angereichert mit Pilzsporen,
											der ""Mushroom Death Suit"" (Totenpilzanzug).
											(Gelächter)
											Ich habe gerade den zweiten Prototyp
											dieses Beerdigungsanzuges an.
											Er ist mit einem gehäkelten Netz überzogen,
											in dem Pilzsporen eingebettet sind.
											Das blitzförmige Muster, das Sie sehen,
											imitiert das Wachstum von Pilzmyzelen,
											die Pflanzenwurzeln entsprechen.
									",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
","
","
","
","
","
",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
											I'm also making a decompiculture kit,
											a cocktail of capsules
											that contain Infinity Mushroom spores
											and other elements
											that speed decomposition and toxin remediation.
											These capsules are embedded in a nutrient-rich jelly,
											a kind of second skin,
											which dissolves quickly
											and becomes baby food for the growing mushrooms.
											So I plan to finish the mushroom and decompiculture kit
											in the next year or two,
											and then I'd like to begin testing them,
											first with expired meat from the market
											and then with human subjects.
											And believe it or not,
											a few people have offered to donate their bodies to the project
											to be eaten by mushrooms.
									","
											También estoy creando un kit de decompicultura,
											un cóctel de cápsulas
											que contienen esporas de hongos Infinity
											y otros elementos
											que aceleran la descomposición y el remedio de toxinas.
											Estas cápsulas están incrustadas en una jalea rica en nutrientes,
											una especie de segunda piel,
											que se disuelve rápidamente
											y se convierte en papilla para los hongos en crecimiento.
											Tengo pensado terminar el hongo y el kit de decompicultura
											en los próximos dos años,
											y luego me gustaría empezar a probarlos,
											primero con carne vencida
											y luego con humanos.
											Y, créase o no,
											algunas personas han ofrecido donar su cuerpo al proyecto
											para ser comidas por los hongos.
									","
											Estou também a criar
um kit de decompicultura,
											um cocktail de cápsulas
											que contém esporos de Infinity Mushroom
											e outros elementos
											que aceleram a decomposição
e a remediação de toxinas.
											Estas cápsulas estão embutidas
numa geleia enriquecida com nutrientes,
											uma espécie de segunda pele,
											que se dissolve rapidamente
											e se torna comida de bebé
para os cogumelos em crescimento.
											Então, planeio acabar o kit de cogumelos
e decompicultura
											dentro de um ou dois anos,
											e depois gostaria de começar a testá-los,
											primeiro com carne
fora do prazo do mercado
											e depois com sujeitos humanos.
											Acreditem ou não,
											algumas pessoas ofereceram-se
para doar o seu corpo para o projeto,
											para serem comidos por cogumelos.
									","
											Ayrıca mantar sporları ile
											zehir çözülmesini hızladıran
											başka bir elementi içeren
											bir takım kapsülleri kapsayan
											bir ""decompiculture"" kiti de yapıyorum.
											Bu kapsüller besin açısından zengin bir
											jölenin içine gömülmüşlerdir. Bir çeşit ikinci ten.
											Çabucak yokolup
											büyüyen mantarlar için bebek besini oluştururlar.
											Bu şekilde gelecek bir ya da iki sene içinde
											mantarları ve decompiculture kitini tamamlamayı ve
											bunları ilk olarak marketteki zamanı geçmiş etler
											ve daha sonra da insan ile
											test etmeyi planlıyorum.
											İster inanın, ister inanmayın,
											birkaç kişi naaşlarını şimdiden bu proje için
											mantarlar tarafından yenilmek için bağışamayı önerdiler.
									","
											Je fais aussi un kit de décompiculture,
											un cocktail de capsules
											qui contiennent des spores de Champignons d'Infinité
											et d'autres éléments
											qui accélèrent la décomposition et la remédiation des toxines.
											Ces capsules sont incorporées dans une gelée riche en nutriments,
											une sorte de deuxième peau,
											qui se dissout rapidement
											et devient un aliment pour bébé pour les champignons qui poussent.
											Je projette donc de finir le kit de champignons et de décompiculture
											dans un an ou deux,
											et ensuite j'aimerais commencer à les tester,
											d'abord avec de la viande périmée achetée au marché
											puis sur des sujets humains.
											Et croyez le ou non,
											quelques personnes ont offert de donner leur corps au projet
											et d'être mangé par des champignons.
									","
											Ich arbeite auch an einem Kit für Verwesungskultur,
											einem Cocktail aus Kapseln,
											die Sporen des Unendlichkeitspilzes
											und andere Elemente,
											die Verwesung und Giftstoffsanierung beschleunigen, enthalten.
											Diese Kapseln liegen in einem nahrstoffreichen Gel,
											einer Art zweiter Haut,
											das sich schnell zersetzt
											und zu Babybrei für die wachsenden Pilze wird
											Ich habe vor, den Pilz und den Kit für Verwesungskultur in den nächsten
											ein bis zwei Jahren fertigzustellen
											und dann würde ich gerne beginnen, sie zu testen,
											erst mit Fleisch vom Markt,
											dann mit menschlichen Testobjekten.
											Und ob Sie es glauben oder nicht,
											ein paar Leute haben angeboten, ihre Körper dem Projekt zu spenden,
											von Pilzen aufgegessen zu werden.
									",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
","
","
","
","
","
",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Gelächter)
									",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
","
","
","
","
","
",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
											What I've learned from talking to these folks
											is that we share a common desire
											to understand and accept death
											and to minimize the impact of our death on the environment.
											I wanted to cultivate this perspective
											just like the mushrooms,
											so I formed the Decompiculture Society,
											a group of people called decompinauts
											who actively explore their postmortem options,
											seek death acceptance
											and cultivate decomposing organisms
											like the Infinity Mushroom.
											The Decompiculture Society shares a vision
											of a cultural shift,
											from our current culture of death denial and body preservation
											to one of decompiculture,
											a radical acceptance of death and decomposition.
									","
											Lo que aprendí hablando con esta gente
											es que compartimos el deseo
											de entender y aceptar la muerte
											y de minimizar el impacto de nuestra muerte en el ambiente.
											Quería cultivar esta perspectiva
											como a los hongos,
											por eso creé la Sociedad de Decompicultura,
											un grupo de personas llamadas «decompinautas»
											que exploran activamente sus opciones post mortem,
											buscan aceptar la muerte
											y cultivan organismos descomponedores
											como el hongo Infinity.
											La Sociedad de Decompicultura comparte la visión
											de un cambio cultural,
											de nuestra actual cultura de negación de la muerte y preservación del cuerpo
											a una de decompicultura,
											una aceptación radical de la muerte y la descomposición.
									","
											O que eu aprendi
ao falar com estas pessoas
											é que partilhamos um desejo comum
											de compreender e aceitar a morte
											e de minimizar o impacto da nossa morte
no meio ambiente.
											Eu quis cultivar esta perspetiva
											tanto como cultivar cogumelos,
											por isso formei a Decompiculture Society
											um grupo de pessoas chamadas decompinautas
											que exploram ativamente
as suas opções postmortem,
											procuram a aceitação da morte
											e cultivam organismos decompositores
											como o Infinity Mushroom.
											A Decompiculture Society
partilha uma visão
											de uma transformação cultural
											da nossa atual cultura
de negação da morte e preservação do corpo
											para uma de decompicultura,
											uma radical aceitação
da morte e da decomposição.
									","
											Bu kişilerle konuştuğumda anladığım kadarı ile
											ölümü anlama ve kabul etme
											ve ölümümüzün çevreye olan etkisini minimize etme konusunda
											bu kişilerle aynı fikri paylaşıyoruz.
											Bu bakış açısını beslemek istedim.
											Tıpkı mantarları büyüttüğüm gibi
											bu konuda bir topluluk oluşturdum.
											Bu topluluktaki kişiler aktif olarak
											öldükten sonraki seçenekler konusunda keşif yapıyorlar.
											Ölümü kabullenip
											sonsuzluk mantarları gibi çözücü organizmaları
											büyütmek istiyorlar.
											Bu topluluk kültürel ilerleme adına
											bir vizyonu paylaşıyorlar.
											Şu anda devam eden defin ve ceset koruma kültürümüzden daha ileridekler.
											""decompiculture"" aşamasındalar.
											çözülmeyi ve ölümü radikal bir şekilde kabullaniyorlar.
									","
											Ce que j'ai appris en parlant avec ces gens
											c'est que nous avons en commun un désir
											de comprendre et d'accepter la mort
											et de minimiser l'impact de notre mort sur l'environnement.
											Je veux cultiver cette perspective
											tout comme les champignons,
											j'ai donc créé la Société de Décompiculture,
											un groupe de gens appelé les décompinautes
											qui explorent activement les options post mortem,
											recherche l'acceptation de la mort
											et cultivent les organismes qui décomposent
											comme le Champignon d'Infinité.
											La Société de Décompiculture partage une vision
											d'un changement culturel,
											de notre culture actuel du déni de la mort et de la conservation du corps
											à une culture de décompiculture,
											une acceptation radicale de la mort et de la décomposition.
									","
											Was ich von den Gesprächen mit diesen Leuten gelernt habe,
											ist dass wir einen verbreiteten Wunsch gemeinsam haben,
											den Tod zu verstehen und zu akzeptieren
											und die Belastung durch unseren Tod auf die Umwelt zu verringern.
											Ich wollte diese Sichtweise kultivieren,
											genauso wie die Pilze,
											also habe ich die ""Decompiculture Society"" gegründet,
											eine Gruppe von Menschen, die sich ""Decompinauten"" nennen,
											die aktiv ihre postmortalen Möglichkeiten ausforschen,
											die den Tod zu akzeptieren suchen
											und zersetzende Organismen züchten,
											so wie den Unendlichkeitspilz.
											Die ""Decompiculture Society"" teilt eine Vision
											einer kulturellen Veränderung,
											von unserer momentanen Kultur der Leugnung des Todes und der Körperbewahrung
											zu einer der Kultur der Verwesung,
											einer radikalen Akzeptanz von Tod und Verwesung.
									",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
","
","
","
","
","
",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
											Accepting death means accepting
											that we are physical beings
											who are intimately connected to the environment,
											as the research on environmental toxins confirms.
											And the saying goes,
											we came from dust and will return to dust.
											And once we understand that we're connected to the environment,
											we see that the survival of our species
											depends on the survival of the planet.
											I believe this is the beginning
											of true environmental responsibility.
									","
											Aceptar la muerte significa aceptar
											que somos seres físicos
											íntimamente conectados con el ambiente,
											como lo confirma la investigación sobre toxinas ambientales.
											Y como dice el dicho:
											""polvo eres y en polvo te convertirás"".
											Y una vez que comprendemos que estamos conectados con el medio ambiente,
											vemos que la supervivencia de nuestra especie
											depende de la supervivencia del planeta.
											Creo que este es el comienzo
											de una verdadera responsabilidad ambiental.
									","
											Aceitar a morte significa aceitar
que somos seres físicos
											que estão intimamente ligados
ao meio ambiente,
											tal como confirma a pesquisa
sobre as toxinas ambientais.
											E diz o provérbio,
											que vimos do pó e ao pó voltaremos.
											Assim que compreendamos
que estamos ligados ao meio ambiente,
											veremos que a sobrevivência
da nossa espécie
											depende da sobrevivência do planeta.
											Acredito que isto é o princípio
											da verdadeira responsabilidade ambiental.
									","
											Ölümü kabullenmek demek
											fiziksel varlıklar olduğumuzu
											ve çevresel zehirler hakkındaki araştırmaların teyid ettiği gibi
											çevreye yakından bağlı olduğumuzu kabul etmektir.
											Tıpkı ""topraktan geldik, toprağa döneceğiz""
											sözünde dendiği gibi.
											Çevreye bağlı olduğumuzu anladığımızda ise
											göreceğiz ki türümüzün hayatta kalması
											gezegenin hayatta kalmasına bağlıdır.
											İnanıyorum ki bu gerçek bir
											çevresel sorumluluğın başlangıcıdır.
									","
											Accepter la mort c'est accepter
											que nous sommes des être physiques
											qui sont intimement connectés à l'environnement,
											comme le confirme les recherches sur les toxines environnementales.
											ET le proverbe dit,
											nous sommes nés de la poussières et nous retournerons à la poussière.
											Et une fois que nous comprenons que nous sommes connectés à l’environnement,
											nous voyons que la survie de notre espèce
											dépend de la survie de la planète.
											Je crois que c'est le commencemment
											d'une véritable responsabilité environnementale.
									","
											Den Tod zu akzeptieren bedeutet zu akzeptieren,
											dass wir materielle Wesen sind,
											die eng mit der Umwelt verbunden sind,
											wie die Forschung über umweltbelastende Giftstoffe zeigt.
											Und wie man so sagt,
											wir kommen aus dem Staub und werden in den Staub zurückkehren.
											Und wenn wir einmal verstanden haben, dass wir mit der Umwelt verbunden sind,
											werden wir sehen, dass das Überleben unserer Spezies
											vom Überleben des Planeten abhängt.
											Ich glaube daran, dass dies der Anfang
											von wahrer Verantwortung gegenüber unserer Umwelt ist.
									",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
","
","
","
","
","
",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
											Thank you.
									","
											Gracias.
									","
											Obrigada.
									","
											Teşekkürler.
									","
											Merci.
									","
											Ich danke Ihnen.
									",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
","
","
","
","
","
",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											Alkışlar
									","
											(Applaudissements)
									","
											(Applaus)
									",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
"
","
","
","
","
","
",My mushroom burial suit,Jae Rhim Lee,7:30,"TED Fellows,death,design,green,invention,art,fungi"
